Name,Af_m2,Aroof_m2,GFA_m2,people0,Qhs_sen_ahu_MWhyr,Qcs_lat_sys_MWhyr,Qcs_sys_MWhyr,Qhs_sys_MWhyr,Qhs_dis_ls0_kW,Qhs_lat_sys_MWhyr,OIL_hs0_kW,Epro_MWhyr,QH_sys_MWhyr,Qhs_sen_ahu0_kW,Qcs0_kW,WOOD_hs_MWhyr,Qcs_dis_ls0_kW,GRID0_kW,GRID_MWhyr,Edata0_kW,Qcdata_MWhyr,Edata_MWhyr,Qcs_em_ls_MWhyr,Qhs_lat_aru_MWhyr,E_sys_MWhyr,E_cdata0_kW,PV_MWhyr,Qww_sys_MWhyr,QH_sys0_kW,Qhs_sys_aru0_kW,E_cre0_kW,Qcs_lat_sys0_kW,OIL_ww0_kW,Eal0_kW,Qhs_sen_sys0_kW,DH_hs_MWhyr,Qcre_sys_MWhyr,COAL_ww0_kW,Qcs_sen_scu_MWhyr,Qcs_em_ls0_kW,Qcdata0_kW,Qhs_sys_shu0_kW,Qcs_sys_aru0_kW,Qcs_lat_aru0_kW,Qcs_sen_scu0_kW,Qcs_lat_ahu0_kW,Qcre0_kW,Qhs_lat_sys0_kW,Qcs_lat_aru_MWhyr,SOLAR_hs_MWhyr,COAL_ww_MWhyr,Qcs_sys_ahu_MWhyr,Qhs_sys0_kW,Qcs_sys_scu0_kW,SOLAR_ww_MWhyr,DC_cdata_MWhyr,Qcs_MWhyr,Qcs_sys_ahu0_kW,Qhs_sys_ahu_MWhyr,OIL_hs_MWhyr,OIL_ww_MWhyr,E_cs_MWhyr,NG_ww_MWhyr,Qhs_sen_aru0_kW,Qhs_lat_ahu_MWhyr,PV0_kW,Qcs_sys0_kW,Qcs_lat_ahu_MWhyr,Eaux0_kW,DC_cre_MWhyr,Qhs_sys_aru_MWhyr,Qcs_dis_ls_MWhyr,Qhpro_sys_MWhyr,Epro0_kW,Qcre_sys0_kW,Qcs_sen_ahu_MWhyr,E_sys0_kW,E_cdata_MWhyr,Eaux_MWhyr,SOLAR_hs0_kW,Qcs_sen_sys_MWhyr,SOLAR_ww0_kW,COAL_hs_MWhyr,E_ww_MWhyr,Qcs_sys_scu_MWhyr,Qcs_sen_ahu0_kW,Qhs_lat_ahu0_kW,QC_sys_MWhyr,Qcs_sen_aru0_kW,Qcs_sen_sys0_kW,COAL_hs0_kW,Qhs_sen_sys_MWhyr,E_hs0_kW,DH_ww0_kW,DH_ww_MWhyr,Qhs_dis_ls_MWhyr,WOOD_ww0_kW,E_ww0_kW,Qww0_kW,Qhs_lat_aru0_kW,Qhs_sys_shu_MWhyr,Qhs_sys_ahu0_kW,Qcdata_sys_MWhyr,Qww_sys0_kW,Qcs_sen_aru_MWhyr,NG_hs0_kW,NG_hs_MWhyr,Qhs_sen_aru_MWhyr,WOOD_hs0_kW,E_cre_MWhyr,NG_ww0_kW,E_cs0_kW,DC_cre0_kW,Qhs_sen_shu_MWhyr,DC_cs_MWhyr,DC_cs0_kW,Qcdata_sys0_kW,Qhs_MWhyr,WOOD_ww_MWhyr,Qhpro_sys0_kW,Qhs_sen_shu0_kW,DH_hs0_kW,DC_cdata0_kW,Qcre_MWhyr,Eal_MWhyr,Qhs_em_ls0_kW,E_hs_MWhyr,Qww_MWhyr,Qhs0_kW,QC_sys0_kW,Qcs_sys_aru_MWhyr,Qhs_em_ls_MWhyr
Z1003,820.622,200.152,1000.758,25.000,0.000,0.000,0.000,41.281,0.924,0.000,32.928,0.000,61.778,0.000,0.000,0.000,0.000,14.418,52.329,0.000,0.000,0.000,0.000,,52.329,0.000,0.000,20.497,28.471,0.000,0.000,0.000,8.445,14.411,23.494,0.000,0.000,0.000,0.000,0.000,0.000,26.342,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,26.342,0.000,0.000,0.000,0.000,0.000,0.000,51.601,25.621,0.000,0.000,0.000,,0.000,0.000,0.000,0.019,0.000,0.000,0.000,0.000,0.000,0.000,0.000,14.418,0.000,0.022,0.000,0.000,0.000,0.000,0.000,0.000,0.000,,0.000,0.000,0.000,0.000,35.636,0.000,0.000,0.000,1.326,0.000,0.000,5.708,,41.281,0.000,0.000,6.756,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,35.636,0.000,0.000,0.000,35.636,0.000,0.000,23.494,0.000,0.000,0.000,52.307,1.975,0.000,16.594,23.494,0.000,0.000,4.319
Z1009,2946.899,511.043,3593.779,90.000,0.000,0.000,0.000,78.885,0.846,0.000,82.906,0.000,142.430,0.000,0.000,0.000,0.000,51.793,187.922,0.000,0.000,0.000,0.000,,187.922,0.000,0.000,63.546,73.027,0.000,0.000,0.000,27.042,51.750,60.521,0.000,0.000,0.000,0.000,0.000,0.000,66.325,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,66.325,0.000,0.000,0.000,0.000,0.000,0.000,98.606,79.432,0.000,0.000,0.000,,0.000,0.000,0.000,0.047,0.000,0.000,0.000,0.000,0.000,0.000,0.000,51.793,0.000,0.085,0.000,0.000,0.000,0.000,0.000,0.000,0.000,,0.000,0.000,0.000,0.000,69.865,0.000,0.000,0.000,0.927,0.000,0.000,20.499,,78.885,0.000,0.000,21.634,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,69.865,0.000,0.000,0.000,69.865,0.000,0.000,60.521,0.000,0.000,0.000,187.836,4.958,0.000,59.592,60.521,0.000,0.000,8.092
Z1011,599.814,222.153,666.460,53.000,3.955,1.072,3.231,37.826,0.166,0.000,0.000,0.000,40.172,8.575,0.000,0.000,0.000,30.644,16.563,0.000,0.000,0.000,-0.420,,16.068,0.000,0.000,2.347,77.962,77.042,0.000,9.020,0.000,8.637,73.032,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,-0.487,0.000,0.000,-1.214,77.358,0.000,0.000,0.000,-2.795,0.000,4.445,0.000,0.000,0.494,2.934,73.032,,0.000,28.422,-0.586,22.006,0.000,33.380,-0.016,0.000,0.000,0.000,-0.485,30.644,0.000,0.867,0.000,-1.723,0.000,0.000,0.000,0.000,0.000,,3.231,0.000,0.000,0.000,34.544,0.000,0.000,0.000,0.074,0.000,0.000,1.237,,0.000,29.772,0.000,1.874,-1.238,96.698,47.282,30.589,0.000,0.000,2.343,4.927,0.000,0.000,0.000,0.000,0.000,34.544,0.000,0.000,0.000,0.000,0.000,0.000,15.202,72.148,0.000,1.479,73.032,28.422,-2.016,3.208
Z1020,2086.460,363.457,2544.463,64.000,0.000,0.000,0.000,58.824,1.364,0.000,60.132,0.000,106.132,0.000,0.000,0.000,0.000,36.674,133.054,0.000,0.000,0.000,0.000,,133.054,0.000,0.000,47.308,53.091,0.000,0.000,0.000,20.021,36.640,43.202,0.000,0.000,0.000,0.000,0.000,0.000,48.106,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,48.106,0.000,0.000,0.000,0.000,0.000,0.000,73.530,59.135,0.000,0.000,0.000,,0.000,0.000,0.000,0.041,0.000,0.000,0.000,0.000,0.000,0.000,0.000,36.674,0.000,0.063,0.000,0.000,0.000,0.000,0.000,0.000,0.000,,0.000,0.000,0.000,0.000,51.323,0.000,0.000,0.000,1.539,0.000,0.000,14.514,,58.824,0.000,0.000,16.017,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,51.323,0.000,0.000,0.000,51.323,0.000,0.000,43.202,0.000,0.000,0.000,132.992,3.637,0.000,42.192,43.202,0.000,0.000,5.961
Z1025,1076.114,218.722,1312.334,33.000,0.000,0.000,0.000,48.658,0.958,0.000,41.197,0.000,74.534,0.000,0.000,0.000,0.000,18.906,68.616,0.000,0.000,0.000,0.000,,68.616,0.000,0.000,25.876,35.655,0.000,0.000,0.000,10.754,18.898,29.576,0.000,0.000,0.000,0.000,0.000,0.000,32.958,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,32.958,0.000,0.000,0.000,0.000,0.000,0.000,60.822,32.345,0.000,0.000,0.000,,0.000,0.000,0.000,0.022,0.000,0.000,0.000,0.000,0.000,0.000,0.000,18.906,0.000,0.024,0.000,0.000,0.000,0.000,0.000,0.000,0.000,,0.000,0.000,0.000,0.000,42.296,0.000,0.000,0.000,1.298,0.000,0.000,7.486,,48.658,0.000,0.000,8.603,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,42.296,0.000,0.000,0.000,42.296,0.000,0.000,29.576,0.000,0.000,0.000,68.592,2.454,0.000,21.761,29.576,0.000,0.000,5.063
Z1044,908.809,277.125,1108.303,28.000,0.000,0.000,0.000,31.322,0.652,0.000,28.729,0.000,52.815,0.000,0.000,0.000,0.000,15.968,57.949,0.000,0.000,0.000,0.000,,57.949,0.000,0.000,21.493,25.232,0.000,0.000,0.000,8.983,15.960,20.641,0.000,0.000,0.000,0.000,0.000,0.000,22.983,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,22.983,0.000,0.000,0.000,0.000,0.000,0.000,39.152,26.866,0.000,0.000,0.000,,0.000,0.000,0.000,0.020,0.000,0.000,0.000,0.000,0.000,0.000,0.000,15.968,0.000,0.021,0.000,0.000,0.000,0.000,0.000,0.000,0.000,,0.000,0.000,0.000,0.000,27.288,0.000,0.000,0.000,0.817,0.000,0.000,6.322,,31.322,0.000,0.000,7.187,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,27.288,0.000,0.000,0.000,27.288,0.000,0.000,20.641,0.000,0.000,0.000,57.928,1.755,0.000,18.378,20.641,0.000,0.000,3.217
Z1051,1449.584,252.541,1767.785,44.000,0.000,0.000,0.000,66.507,0.586,0.000,53.106,0.000,98.932,0.000,0.000,0.000,0.000,25.466,92.428,0.000,0.000,0.000,0.000,,92.428,0.000,0.000,32.424,45.888,0.000,0.000,0.000,13.677,25.456,38.726,0.000,0.000,0.000,0.000,0.000,0.000,42.485,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,42.485,0.000,0.000,0.000,0.000,0.000,0.000,83.134,40.530,0.000,0.000,0.000,,0.000,0.000,0.000,0.027,0.000,0.000,0.000,0.000,0.000,0.000,0.000,25.466,0.000,0.031,0.000,0.000,0.000,0.000,0.000,0.000,0.000,,0.000,0.000,0.000,0.000,58.568,0.000,0.000,0.000,0.839,0.000,0.000,10.083,,66.507,0.000,0.000,10.942,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,58.568,0.000,0.000,0.000,58.568,0.000,0.000,38.726,0.000,0.000,0.000,92.397,3.200,0.000,29.313,38.726,0.000,0.000,7.100
Z1052,889.681,213.178,1084.977,27.000,0.000,0.000,0.000,29.210,0.523,0.000,27.492,0.000,50.066,0.000,0.000,0.000,0.000,15.631,56.729,0.000,0.000,0.000,0.000,,56.729,0.000,0.000,20.857,24.169,0.000,0.000,0.000,8.687,15.624,19.845,0.000,0.000,0.000,0.000,0.000,0.000,21.993,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,21.993,0.000,0.000,0.000,0.000,0.000,0.000,36.512,26.071,0.000,0.000,0.000,,0.000,0.000,0.000,0.019,0.000,0.000,0.000,0.000,0.000,0.000,0.000,15.631,0.000,0.020,0.000,0.000,0.000,0.000,0.000,0.000,0.000,,0.000,0.000,0.000,0.000,25.562,0.000,0.000,0.000,0.639,0.000,0.000,6.189,,29.210,0.000,0.000,6.950,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,25.562,0.000,0.000,0.000,25.562,0.000,0.000,19.845,0.000,0.000,0.000,56.709,1.681,0.000,17.991,19.845,0.000,0.000,3.008
Z1065,46389.802,7569.919,53119.753,6065.000,0.000,398.183,2077.816,516.058,12.790,0.000,1284.381,0.000,1030.766,0.000,0.000,0.000,0.000,3283.943,5837.692,0.000,0.000,0.000,-637.117,,5531.158,0.000,0.000,514.708,1051.719,0.000,0.000,973.500,224.345,1385.309,930.945,0.000,0.000,0.000,0.000,0.000,0.000,1027.505,0.000,0.000,0.000,0.000,0.000,0.000,-361.138,0.000,0.000,-77.531,1027.505,0.000,0.000,0.000,-1440.331,0.000,0.000,645.073,643.385,306.534,0.000,0.000,,0.000,14269.538,-37.045,0.928,0.000,0.000,-0.367,0.000,0.000,0.000,-29.186,1386.202,0.000,0.266,0.000,-1042.148,0.000,0.000,0.000,0.000,0.000,,2077.816,0.000,0.000,0.000,457.241,0.000,0.000,0.000,6.087,0.000,0.000,171.707,,516.058,0.000,0.000,179.476,-1012.962,0.000,0.000,0.000,0.000,0.000,0.000,2022.614,0.000,457.241,0.000,0.000,0.000,457.241,0.000,0.000,930.945,0.000,0.000,0.000,5530.892,91.754,0.000,491.181,930.945,14269.538,-2000.285,52.730
Z1073,3487.931,645.913,3875.478,221.000,0.000,8.731,32.683,192.300,0.858,0.000,492.228,0.000,226.790,0.000,0.000,0.000,0.000,94.236,124.943,0.000,0.000,0.000,-4.641,,120.068,0.000,0.000,34.491,400.827,0.000,0.000,61.760,28.036,63.899,359.869,0.000,0.000,0.000,0.000,0.000,0.000,393.783,0.000,0.000,0.000,0.000,0.000,0.000,-5.230,0.000,0.000,-7.195,393.783,0.000,0.000,0.000,-28.001,0.000,0.000,240.375,43.113,4.875,0.000,0.000,,0.000,174.460,-3.501,0.094,0.000,0.000,-0.041,0.000,0.000,0.000,-2.974,63.993,0.000,0.041,0.000,-19.270,0.000,0.000,0.000,0.000,0.000,,32.683,0.000,0.000,0.000,167.649,0.000,0.000,0.000,0.384,0.000,0.000,21.415,,192.300,0.000,0.000,22.429,-16.296,0.000,0.000,0.000,0.000,0.000,0.000,30.243,0.000,167.649,0.000,0.000,0.000,167.649,0.000,0.000,359.869,0.000,0.000,0.000,120.028,41.212,0.000,32.796,359.869,174.460,-25.488,24.266
Z1075,9627.252,1657.999,11740.551,294.000,0.000,0.000,0.000,322.324,3.633,0.000,273.585,0.000,526.243,0.000,0.000,0.000,0.000,169.202,613.896,0.000,0.000,0.000,0.000,,613.896,0.000,0.000,203.919,248.247,0.000,0.000,0.000,87.530,169.064,198.517,0.000,0.000,0.000,0.000,0.000,0.000,218.868,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,218.868,0.000,0.000,0.000,0.000,0.000,0.000,402.905,254.899,0.000,0.000,0.000,,0.000,0.000,0.000,0.149,0.000,0.000,0.000,0.000,0.000,0.000,0.000,169.202,0.000,0.251,0.000,0.000,0.000,0.000,0.000,0.000,0.000,,0.000,0.000,0.000,0.000,283.811,0.000,0.000,0.000,4.942,0.000,0.000,66.968,,322.324,0.000,0.000,70.024,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,283.811,0.000,0.000,0.000,283.811,0.000,0.000,198.517,0.000,0.000,0.000,613.645,17.038,0.000,194.681,198.517,0.000,0.000,33.571
Z1076,1292.529,287.229,1436.143,230.000,30.168,12.046,50.692,39.308,0.205,0.000,0.000,0.000,48.762,36.460,0.000,0.000,0.000,156.400,232.506,0.000,0.000,0.000,-7.485,,225.018,0.000,0.000,9.453,99.770,96.908,0.000,49.056,0.000,45.626,97.766,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,-5.595,0.000,0.000,-12.996,98.367,0.000,0.000,0.000,-43.173,0.000,30.436,0.000,0.000,7.488,11.817,96.316,,0.000,209.830,-6.451,110.774,0.000,8.872,-0.035,0.000,0.000,0.000,-5.465,156.400,0.000,39.207,0.000,-31.127,0.000,0.000,0.000,0.000,0.000,,50.692,0.000,0.000,0.000,38.974,0.000,0.000,0.000,0.116,0.000,0.000,4.444,,0.000,36.785,0.000,5.102,-25.661,122.959,49.136,8.806,0.000,0.000,6.378,29.742,0.000,0.000,0.000,0.000,0.000,38.974,0.000,0.000,0.000,0.000,0.000,0.000,185.810,0.411,0.000,8.179,97.766,209.830,-37.696,0.219
Z1085,624.853,127.003,762.015,19.000,0.000,0.000,0.000,31.968,0.392,0.000,23.377,0.000,47.205,0.000,0.000,0.000,0.000,10.979,39.848,0.000,0.000,0.000,0.000,,39.848,0.000,0.000,15.237,20.276,0.000,0.000,0.000,6.258,10.973,16.923,0.000,0.000,0.000,0.000,0.000,0.000,18.701,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,18.701,0.000,0.000,0.000,0.000,0.000,0.000,39.960,19.046,0.000,0.000,0.000,,0.000,0.000,0.000,0.016,0.000,0.000,0.000,0.000,0.000,0.000,0.000,10.979,0.000,0.020,0.000,0.000,0.000,0.000,0.000,0.000,0.000,,0.000,0.000,0.000,0.000,27.916,0.000,0.000,0.000,0.612,0.000,0.000,4.347,,31.968,0.000,0.000,5.006,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,27.916,0.000,0.000,0.000,27.916,0.000,0.000,16.923,0.000,0.000,0.000,39.828,1.485,0.000,12.636,16.923,0.000,0.000,3.440
Z1086,910.632,183.820,1110.527,28.000,0.000,0.000,0.000,33.065,0.469,0.000,29.557,0.000,54.300,0.000,0.000,0.000,0.000,15.999,58.065,0.000,0.000,0.000,0.000,,58.065,0.000,0.000,21.236,25.858,0.000,0.000,0.000,8.838,15.992,21.422,0.000,0.000,0.000,0.000,0.000,0.000,23.645,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,23.645,0.000,0.000,0.000,0.000,0.000,0.000,41.331,26.545,0.000,0.000,0.000,,0.000,0.000,0.000,0.019,0.000,0.000,0.000,0.000,0.000,0.000,0.000,15.999,0.000,0.021,0.000,0.000,0.000,0.000,0.000,0.000,0.000,,0.000,0.000,0.000,0.000,29.027,0.000,0.000,0.000,0.602,0.000,0.000,6.334,,33.065,0.000,0.000,7.071,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,29.027,0.000,0.000,0.000,29.027,0.000,0.000,21.422,0.000,0.000,0.000,58.044,1.812,0.000,18.415,21.422,0.000,0.000,3.435
Z1087,2771.013,421.344,3379.285,84.000,0.000,0.000,0.000,88.293,1.412,0.000,88.461,0.000,149.348,0.000,0.000,0.000,0.000,48.706,176.705,0.000,0.000,0.000,0.000,,176.705,0.000,0.000,61.055,77.216,0.000,0.000,0.000,25.974,48.662,64.105,0.000,0.000,0.000,0.000,0.000,0.000,70.769,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,70.769,0.000,0.000,0.000,0.000,0.000,0.000,110.367,76.318,0.000,0.000,0.000,,0.000,0.000,0.000,0.044,0.000,0.000,0.000,0.000,0.000,0.000,0.000,48.706,0.000,0.080,0.000,0.000,0.000,0.000,0.000,0.000,0.000,,0.000,0.000,0.000,0.000,77.620,0.000,0.000,0.000,1.623,0.000,0.000,19.275,,88.293,0.000,0.000,20.779,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,77.620,0.000,0.000,0.000,77.620,0.000,0.000,64.105,0.000,0.000,0.000,176.625,5.251,0.000,56.035,64.105,0.000,0.000,9.050
Z1089,8750.372,1671.135,10328.490,322.000,0.000,0.000,0.000,326.542,1.520,0.000,243.681,0.000,452.527,0.000,0.000,0.000,0.000,116.369,436.447,0.000,0.000,0.000,0.000,,436.447,0.000,0.000,125.985,210.559,0.000,0.000,0.000,50.227,116.358,178.399,0.000,0.000,0.000,0.000,0.000,0.000,194.945,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,194.945,0.000,0.000,0.000,0.000,0.000,0.000,408.177,157.481,0.000,0.000,0.000,,0.000,0.000,0.000,0.062,0.000,0.000,0.000,0.000,0.000,0.000,0.000,116.369,0.000,0.080,0.000,0.000,0.000,0.000,0.000,0.000,0.000,,0.000,0.000,0.000,0.000,289.143,0.000,0.000,0.000,2.336,0.000,0.000,38.878,,326.542,0.000,0.000,40.181,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,289.143,0.000,0.000,0.000,289.143,0.000,0.000,178.399,0.000,0.000,0.000,436.367,15.038,0.000,120.813,178.399,0.000,0.000,35.063
Z1095,6084.391,980.714,6760.434,1372.000,493.443,136.516,255.105,495.754,0.388,0.000,0.000,0.000,1126.465,478.816,0.000,0.000,0.000,1986.636,2894.249,0.000,0.000,0.000,-14.387,,2855.536,0.000,0.000,630.711,630.482,0.000,0.000,627.537,0.000,134.066,478.816,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,-4.230,0.000,0.000,-236.468,480.580,0.000,0.000,0.000,-240.660,0.000,495.754,0.000,0.000,38.712,788.389,0.000,,0.000,937.477,-132.286,1852.569,0.000,0.000,-0.058,0.000,0.000,0.000,-91.275,1986.636,0.000,2388.254,0.000,-104.144,0.000,0.000,0.000,0.000,0.000,,255.105,0.000,0.000,0.000,493.443,0.000,0.000,0.000,0.267,0.000,0.000,168.443,,0.000,480.580,0.000,169.790,-12.869,600.725,619.692,0.000,0.000,0.000,212.238,175.274,0.000,0.000,0.000,0.000,0.000,493.443,0.000,0.000,0.000,0.000,0.000,0.000,467.282,3.134,0.000,625.654,478.816,937.477,-18.637,2.044
Z1100,1318.686,229.736,1608.154,40.000,0.000,0.000,0.000,44.887,0.505,0.000,39.975,0.000,74.582,0.000,0.000,0.000,0.000,23.181,84.099,0.000,0.000,0.000,0.000,,84.099,0.000,0.000,29.695,35.084,0.000,0.000,0.000,12.452,23.157,29.092,0.000,0.000,0.000,0.000,0.000,0.000,31.980,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,31.980,0.000,0.000,0.000,0.000,0.000,0.000,56.109,37.119,0.000,0.000,0.000,,0.000,0.000,0.000,0.029,0.000,0.000,0.000,0.000,0.000,0.000,0.000,23.181,0.000,0.046,0.000,0.000,0.000,0.000,0.000,0.000,0.000,,0.000,0.000,0.000,0.000,39.544,0.000,0.000,0.000,0.651,0.000,0.000,9.173,,44.887,0.000,0.000,9.961,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,39.544,0.000,0.000,0.000,39.544,0.000,0.000,29.092,0.000,0.000,0.000,84.054,2.450,0.000,26.666,29.092,0.000,0.000,4.693
Z1107,782.065,289.654,868.961,87.000,65.964,16.058,36.841,66.771,0.220,0.000,0.000,18.576,246.240,56.736,0.000,0.000,0.000,209.372,368.605,0.000,0.000,0.000,-2.671,,363.117,0.000,0.000,10.593,98.438,18.961,0.000,49.911,0.000,27.138,56.736,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,-2.461,0.000,0.000,-23.872,57.096,0.000,0.000,0.000,-34.123,0.000,66.405,0.000,0.000,5.488,13.241,18.735,,0.000,88.532,-13.597,178.470,0.000,0.366,-0.047,168.877,4.248,0.000,-9.195,209.372,0.000,260.857,0.000,-18.066,0.000,0.000,0.000,0.000,0.000,,36.841,0.000,0.000,0.000,66.325,0.000,0.000,0.000,0.152,0.000,0.000,6.722,,0.000,57.096,0.000,7.374,-8.871,71.370,83.463,0.361,0.000,0.000,9.218,16.399,0.000,0.000,0.000,0.000,0.000,66.325,0.000,38.621,0.000,0.000,0.000,0.000,83.684,0.219,0.000,9.640,56.736,88.532,-12.968,0.294
Z1114,1154.777,228.385,1408.265,35.000,0.000,0.000,0.000,39.273,0.505,0.000,35.841,0.000,65.495,0.000,0.000,0.000,0.000,20.287,73.629,0.000,0.000,0.000,0.000,,73.629,0.000,0.000,26.222,31.411,0.000,0.000,0.000,10.970,20.279,26.035,0.000,0.000,0.000,0.000,0.000,0.000,28.672,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,28.672,0.000,0.000,0.000,0.000,0.000,0.000,49.091,32.778,0.000,0.000,0.000,,0.000,0.000,0.000,0.021,0.000,0.000,0.000,0.000,0.000,0.000,0.000,20.287,0.000,0.023,0.000,0.000,0.000,0.000,0.000,0.000,0.000,,0.000,0.000,0.000,0.000,34.557,0.000,0.000,0.000,0.635,0.000,0.000,8.033,,39.273,0.000,0.000,8.776,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,34.557,0.000,0.000,0.000,34.557,0.000,0.000,26.035,0.000,0.000,0.000,73.606,2.205,0.000,23.352,26.035,0.000,0.000,4.081
Z1117,0.000,148.042,296.084,0.000,,0.000,0.000,0.000,,0.000,0.000,0.000,,,0.000,0.000,,0.000,0.000,0.000,0.000,0.000,0.000,,0.000,0.000,0.000,0.000,,,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,,0.000,0.000,,,,,,0.000,0.000,,0.000,0.000,,0.000,,0.000,0.000,0.000,,,0.000,0.000,0.000,0.000,,,0.000,0.000,,0.000,0.000,,,,0.000,0.000,,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,,,,,,0.000,0.000,0.000,0.000,0.000,0.000,,0.000,0.000,0.000,,,,0.000,0.000,,0.000,0.000,,0.000,0.000,0.000,0.000,0.000,,0.000,0.000,0.000,0.000,0.000,,,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,,,0.000
Z1118,1128.059,196.526,1375.682,34.000,0.000,0.000,0.000,57.540,0.462,0.000,43.933,0.000,83.281,0.000,0.000,0.000,0.000,19.830,71.948,0.000,0.000,0.000,0.000,,71.948,0.000,0.000,25.741,37.826,0.000,0.000,0.000,10.733,19.810,32.058,0.000,0.000,0.000,0.000,0.000,0.000,35.146,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,35.146,0.000,0.000,0.000,0.000,0.000,0.000,71.924,32.176,0.000,0.000,0.000,,0.000,0.000,0.000,0.028,0.000,0.000,0.000,0.000,0.000,0.000,0.000,19.830,0.000,0.045,0.000,0.000,0.000,0.000,0.000,0.000,0.000,,0.000,0.000,0.000,0.000,50.653,0.000,0.000,0.000,0.691,0.000,0.000,7.847,,57.540,0.000,0.000,8.587,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,50.653,0.000,0.000,0.000,50.653,0.000,0.000,32.058,0.000,0.000,0.000,71.903,2.680,0.000,22.811,32.058,0.000,0.000,6.196
Z1123,538.832,136.654,683.269,16.000,0.000,0.000,0.000,37.801,0.792,0.000,25.691,0.000,52.282,0.000,0.000,0.000,0.000,9.523,34.514,0.000,0.000,0.000,0.000,,34.514,0.000,0.000,14.481,22.047,0.000,0.000,0.000,5.870,9.517,18.264,0.000,0.000,0.000,0.000,0.000,0.000,20.553,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,20.553,0.000,0.000,0.000,0.000,0.000,0.000,47.252,18.101,0.000,0.000,0.000,,0.000,0.000,0.000,0.016,0.000,0.000,0.000,0.000,0.000,0.000,0.000,9.523,0.000,0.021,0.000,0.000,0.000,0.000,0.000,0.000,0.000,,0.000,0.000,0.000,0.000,32.431,0.000,0.000,0.000,1.329,0.000,0.000,3.748,,37.801,0.000,0.000,4.696,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,32.431,0.000,0.000,0.000,32.431,0.000,0.000,18.264,0.000,0.000,0.000,34.494,1.656,0.000,10.896,18.264,0.000,0.000,4.042
